image_name,color_hue_hist_0,color_hue_hist_1,color_hue_hist_2,color_hue_hist_3,color_hue_hist_4,color_hue_hist_5,color_hue_hist_6,color_hue_hist_7,color_hsv_mean_0,color_hsv_mean_1,color_hsv_mean_2,color_hsv_std_0,color_hsv_std_1,color_hsv_std_2,color_dominant_colors_0_0,color_dominant_colors_0_1,color_dominant_colors_0_2,color_dominant_colors_1_0,color_dominant_colors_1_1,color_dominant_colors_1_2,color_dominant_colors_2_0,color_dominant_colors_2_1,color_dominant_colors_2_2,shape_area,shape_perimeter,shape_aspect_ratio,shape_circularity,shape_solidity,shape_hu_moments_0,shape_hu_moments_1,shape_hu_moments_2,shape_hu_moments_3,edge_convexity,edge_significant_concavities,edge_complexity,edge_angle_variance,vein_vein_density,vein_direction_consistency,vein_mean_vein_width,vein_var_vein_width,tree_type
image_187.JPG,0.0780971422791481,0.04557449743151665,1.0,0.4003280997276306,0.22234506905078888,0.3652022182941437,0.24802084267139435,-1.673470251262188e-09,52.24746837861592,80.86804998280408,120.98219267071727,16.30173448569691,43.16096550444669,38.35857064573967,80,118,91,8,12,9,112,148,123,25977.5,923.7960238456726,0.9444444444444444,0.38252078664565725,0.8365536341094258,0.7129453840393707,2.2162726219449933,2.7583471797449612,4.062205112708196,0.7441448889847009,10,5.731620296402877,0.12801659534092424,0.38572356605143493,0.4248108600034268,0.6234357,0.28864953,tomato
image_15.JPG,0.06207842379808426,0.03947075828909874,1.0,0.33222147822380066,0.16144096851348877,0.3352976143360138,0.1397598385810852,-3.7834979593753815e-10,60.46003199379514,71.49333462601193,116.17077900043628,14.302816868731774,42.241353861227374,35.378768306219534,112,142,116,83,112,84,8,9,7,20362.5,740.5411909818649,0.6606334841628959,0.4665976218134922,0.9050201115580346,0.729877985401875,2.222877224937996,2.9899699717262127,4.2094110055988665,0.7829862732146874,11,5.1895974503131335,0.14794977709147691,0.3452906103058801,0.42631398869960446,0.708573,0.3566883,tomato
image_14.JPG,0.0871497169137001,0.08140892535448074,1.0,0.5044110417366028,0.44135963916778564,0.4206344187259674,0.08432797342538834,-5.638867150992155e-10,51.091820961148706,80.7393425165745,110.82267871251418,13.840731683901973,39.23925782394991,33.114489724038,74,109,84,6,8,7,108,140,118,28967.5,807.511753320694,0.9388646288209607,0.5582428576437903,0.926263449885686,0.7708888903654517,3.4733252844800293,3.102155441057676,5.486717934264697,0.8195119847506378,7,4.744531609480196,0.0982552824036407,0.3874480436948233,0.41888886625570887,0.62477803,0.29179555,tomato
image_209.JPG,0.07773658633232117,0.053502440452575684,1.0,0.2554146349430084,0.09627316892147064,0.37041953206062317,0.14517073333263397,-7.639755494892597e-10,54.27697106043563,72.6471009305655,117.88229880355864,16.503936767180566,44.00966964338621,38.17897412763313,120,151,128,87,120,95,8,9,8,19404.0,734.2985503673553,0.7294685990338164,0.4522262712770585,0.8912569184484302,0.7550872372763159,2.5116013380604736,3.253142892097887,4.679510466769861,0.7603613007345531,10,5.271412934351524,0.09901270951004351,0.3822476735862563,0.42201345100595267,0.6338195,0.29660657,tomato
image_74.JPG,0.06190397962927818,0.024991776794195175,1.0,0.14053764939308167,0.5516277551651001,0.5469006896018982,0.3977721333503723,-2.266460796818137e-09,51.82721932838302,97.34755624515128,127.5936310909158,14.968363333227106,40.65943201650264,36.02563826034822,78,129,94,6,7,6,115,158,130,26841.0,836.9259668588638,0.7613168724279835,0.4815423309818884,0.9192910351913691,0.7519936928893168,2.500799910683386,3.0534947082492736,4.322971538319093,0.7833707840603424,12,5.108432940310168,0.09434136807799914,0.3456721711182534,0.42612298472645305,0.7028537,0.33684203,tomato
image_60.JPG,0.07454495131969452,-2.750311978161335e-09,1.0,0.03535168245434761,0.17735296487808228,0.770374059677124,0.5917863249778748,0.004984905011951923,54.37925301577482,114.50904732446644,124.79813640581503,16.743923960826773,48.40345247368234,41.061111629721296,12,14,11,72,132,90,143,180,159,25671.0,1027.210237979889,0.9269406392694064,0.30572712492717974,0.8445658074386011,0.7727934446501461,3.2996169395058823,3.2984595700335118,6.1296023313630315,0.627672735167521,12,6.411179640137942,0.15332372567506702,0.3465434580884627,0.42932247479761776,0.7160896,0.37145358,tomato
image_59.JPG,0.03898635506629944,5.820766091346741e-11,1.0,0.20156629383563995,0.5289832949638367,0.5864710807800293,0.2709893584251404,0.003796040080487728,53.51559329441513,98.73733337495707,124.61296163331565,14.902059532227282,40.534174734649085,36.65456916554979,74,123,87,6,8,6,119,161,131,31988.5,987.8792845010757,0.9024390243902439,0.4119039746451683,0.9150682972180505,0.7565615980699544,2.7372526479851427,2.978192103601972,4.767863182835529,0.720490885322352,12,5.52340566041003,0.15566595306808773,0.41647675834295883,0.41884742277972675,0.58212614,0.27618527,tomato
image_57.JPG,0.0258304663002491,0.014861753210425377,1.0,0.3122389316558838,-1.356966095045209e-09,0.12952175736427307,0.36523541808128357,0.032707225531339645,50.28347467648748,72.65972902659053,134.212690475386,13.709389031553666,39.32433971461137,37.721690159454795,93,131,106,7,9,8,122,157,134,29452.5,850.8843369483948,0.8602620087336245,0.5112001471716426,0.9201318379205848,0.7644164011043727,3.1007704736810773,3.047196921522488,4.809211939759587,0.7934059865249503,8,4.958033386708531,0.0710232942057522,0.3884177450417272,0.42414264233625376,0.63101435,0.31241864,tomato
image_56.JPG,0.0370352678000927,0.021805141121149063,1.0,0.07368798553943634,-2.3283064365386963e-10,0.19196653366088867,0.25193068385124207,0.011046024970710278,54.2796052631579,64.26833787053842,129.52124924379916,13.327772186656999,39.00653022005942,35.94152236645433,124,154,130,7,10,8,96,127,102,26325.5,753.7127643823624,0.7955555555555556,0.5823374923686592,0.9437523526143147,0.7691257788678039,2.798215289809373,3.2546450103293045,4.762504083178739,0.8244491208339233,10,4.645340532696502,0.10160703203837695,0.3907667876588022,0.4216821717175836,0.6150212,0.28072605,tomato
image_139.JPG,0.04722878336906433,0.03711901232600212,1.0,0.29587534070014954,0.04905332997441292,0.2813088893890381,0.25121885538101196,-3.2741809263825417e-10,53.48259299251592,70.92504747365678,125.55426890568567,14.161216388585729,39.56065554938275,36.13383439245656,88,122,96,10,13,11,116,149,125,26583.5,875.9970345497131,0.7368421052631579,0.4353281506808372,0.9053708875417206,0.7410491643025044,2.4680921901146413,2.8791065196572534,4.384896489853338,0.7521937750208252,12,5.37274905017503,0.10970862888532587,0.3292623896935622,0.4242074129117792,0.7445557,0.37809387,tomato
image_1.JPG,0.0735715851187706,0.031072117388248444,1.0,0.3090948164463043,0.416006863117218,0.5104643702507019,0.3725230097770691,4.656612873077393e-10,53.24716553287982,96.39038071368898,122.88268289772049,15.603346735522369,44.06658725640286,37.812982672430984,103,146,115,6,8,6,70,118,84,25063.0,843.5533837080002,0.7478991596638656,0.4426064866507875,0.9013846430498111,0.7549875112441091,2.528495487507459,3.253715581886749,4.684643007357862,0.7408765345087118,10,5.32839049325237,0.07849396541364133,0.3638461232446195,0.42142425865228594,0.6701876,0.32356378,tomato
image_83.JPG,0.08671430498361588,0.018771952018141747,1.0,0.06552016735076904,0.5418432950973511,0.7235881090164185,0.4015582799911499,-4.729372449219227e-11,55.25936997870035,104.84275624976645,124.25989312805949,17.552120373282975,42.61243655990703,36.43509798233583,11,13,10,78,131,92,156,178,163,26500.5,951.452879190445,0.8661087866108786,0.3678657566739593,0.8774709446707063,0.7223941979757186,2.2471609014220064,2.800204878072928,4.182206856447247,0.7156732369127915,10,5.844673437674364,0.12042604705785881,0.29109525055117524,0.42585944821776733,0.8951687,0.59407896,tomato
